,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url
361,American Redstart (Setophaga ruticilla),0:32,Fernand DEROUSSEN,2009-02-09,07:30,Venezuela,"Limon, Maracay, Aragua",480,call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC142981,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC142981 - American Redstart - Setophaga ruticilla.mp3,/142981/download
362,American Redstart (Setophaga ruticilla),0:10,Randy Dzenkiw,2013-06-05,08:44,Canada,"Kehewin Lake, Alberta",550,song,"Aspen dominated forest. Several birds vocalizing, but not seen. 
https://ebird.org/canada/view/checklist/S14348879
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC137652,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC137652 - American Redstart - Setophaga ruticilla.mp3,/137652/download
363,American Redstart (Setophaga ruticilla),0:03,Randy Dzenkiw,2013-06-04,07:53,Canada,"Cold Lake, Alberta",550,song,"'Seesaw' song. Bird was alternating between this and and the 'scolding' song in XC137610. 
https://ebird.org/canada/view/checklist/S14348844
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC137592,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC137592 - American Redstart - Setophaga ruticilla.mp3,/137592/download
364,American Redstart (Setophaga ruticilla),0:43,Toddbish10,2013-05-18,12:24,United States,"Baldwin (near  Pittsboro), Chatham, North Carolina",110,song,"I have heard this bird many times this spring and last spring. I'm thinking it's a derivative song of some common species around here, perhaps a Tufted Titmouse, Hooded Warbler, or Yellow-throated Warbler.
There are 4 notes: wa wa WHEET WHEET! The last two are higher in pitch and louder.
The habitat is forest. It seems to be at 10 feet or higher elevations from ground. Have tired calling it in with Hooded and Yellow-throated Warbler songs (Birdjam). Did not appear to do anything.
Has anyone heard this song? Please help!
Signed,
Very Frustrated
UPDATE.  2 Jun 2013
After reading through the replies and listening to many more American redstart songs, I have found a song that matches what I am hearing.
http://m.youtube.com/#/watch?v=hvVywNI2n8A&desktop_uri=%2Fwatch%3Fv%3DhvVywNI2n8A
Thank you, guys, for your expert advice!
bird-seen:no
playback-used:yes
 Originally a mystery recording. See the forum. [also]
[sono]",ABCDE,XC135231,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC135231 - American Redstart - Setophaga ruticilla.mp3,/135231/download
365,American Redstart (Setophaga ruticilla),1:44,Dan Lane,2013-05-15,09:00,United States,"Garret Mountain Reservation, Passaic Co., NJ",100,song,"Natural abnormal song ('see see see tew tew') from an adult male foraging about 15m up in deciduous woodland with lots of traffic and talking in the background.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC133790,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC133790 - American Redstart - Setophaga ruticilla.mp3,/133790/download
366,American Redstart (Setophaga ruticilla),0:02,Myornis,2009-10-00,xx:xx,Colombia,"Johnny Cay, off San Andres",1,Call,[sono],ABCDE,XC86744,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC86744 - American Redstart - Setophaga ruticilla.mp3,/86744/download
367,American Redstart (Setophaga ruticilla),1:22,Mike Nelson,2011-06-01,7:30am,United States,"Cross Mountain, Norris, Tenessee",700,call,"One male and two females moving about through briers, male chased one bird out at one point.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC79553,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC79553 - American Redstart - Setophaga ruticilla.mp3,/79553/download
368,American Redstart (Setophaga ruticilla),1:40,Mike Nelson,2011-05-07,8:30am,United States,"Knoxville, Tennessee",150,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC78013,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC78013 - American Redstart - Setophaga ruticilla.mp3,/78013/download
369,American Redstart (Setophaga ruticilla),0:17,Paul Driver,2007-08-31,am,United States,"Palmyra, NJ",10,call,"adult male
 [sono]",ABCDE,XC20976,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC20976 - American Redstart - Setophaga ruticilla.mp3,/20976/download
370,American Redstart (Setophaga ruticilla),0:13,Paul Driver,2007-08-31,am,United States,"Palmyra, NJ",10,flight call,"adult male
 [sono]",ABCDE,XC20823,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC20823 - American Redstart - Setophaga ruticilla.mp3,/20823/download
371,American Redstart (Setophaga ruticilla),0:36,Allen T. Chartier,1994-05-21,?,United States,"Michigan, Metro Beach Metropark",175,"Call, male","Given by bird in-hand
 [sono]",ABCDE,XC11489,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC11489 - American Redstart - Setophaga ruticilla.mp3,/11489/download
372,American Redstart (Setophaga ruticilla),0:37,Allen T. Chartier,1994-05-21,?,United States,"Michigan, Metro Beach Metropark",175,"Call, female","Given by bird in-hand
 [sono]",ABCDE,XC11488,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC11488 - American Redstart - Setophaga ruticilla.mp3,/11488/download
373,American Redstart (Setophaga ruticilla),0:18,Darrell L. Peterson,2006-06-16,07:30,United States,"Roanoke, VA",650,song,[sono],ABCDE,XC6853,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC6853 - American Redstart - Setophaga ruticilla.mp3,/6853/download
374,American Redstart (Setophaga ruticilla),3:00,Valerie Heemstra,2021-07-02,11:30,United States,"dirt road behind Delta County airport, Escanaba, Delta County, Michigan",190,"adult, male, song","On small dirt connector road at back of airport runway, bird was in shrubs first on one side of the road and then the other, singing as it foraged. No female or immatures seen. This song is only one section (no terminal note), a very simple series, and it increases in amplitude. There was no alternation of songs (a characteristic of American Redstarts). Insect noises present, but other birds were silent during the recording. Male bird with usual black and orange plumage.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC661848,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC661848 - American Redstart - Setophaga ruticilla.mp3,/661848/download
375,American Redstart (Setophaga ruticilla),0:34,Andrew Durso,2020-05-14,08:28,United States,"Fort Myers, Lee County, Florida",0,"sex uncertain, song","File was amplified but not otherwise modified. Habitat is mangrove along a creek in a restored filter marsh.
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum. [also]
[sono]",ABCDE,XC558253,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC558253 - American Redstart - Setophaga ruticilla.mp3,/558253/download
376,American Redstart (Setophaga ruticilla),0:23,Melissa Hafting,2019-06-19,16:30,Canada,"Burnaby, Greater Vancouver, British Columbia",20,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC482459,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC482459 - American Redstart - Setophaga ruticilla.mp3,/482459/download
377,American Redstart (Setophaga ruticilla),0:13,Amanda,2018-05-16,11:53,United States,"Chicago, Cook County, Illinois",180,song,"Very small bird hopping about in tree.  Colors hard to determine.  Seemed to be dark upper parts with paler chest and belly.  Some distortion in the recording from nearby traffic.
bird-seen:yes
playback-used:no
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC415685,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC415685 - American Redstart - Setophaga ruticilla.mp3,/415685/download
378,American Redstart (Setophaga ruticilla),1:16,Scott Stafford,2017-05-29,07:36,United States,"Virginia (near  Massanutten), Rockingham County, Virginia",750,song,"Short sequence of 2-5 notes increasing in loudness, every 5-7 seconds.  Each song somewhat different.
bird-seen:no
playback-used:no
 ID has been discussed and resolved. See the forum.[sono]",ABCDE,XC373070,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC373070 - American Redstart - Setophaga ruticilla.mp3,/373070/download
379,American Redstart (Setophaga ruticilla),0:31,gharbour@gmail.com,2017-05-04,12:00,United States,"Appalachian Cove, Travelers Rest, Greenville County, South Carolina",550,song,"I am looking for the identity of the warbler sounding species, with two song types, between 3-4 seconds in and again between 7.5 and 8.5 seconds in.  The habitat is old-growth native forest.  Thanks Gary
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum. [also]
[sono]",ABCDE,XC367757,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC367757 - American Redstart - Setophaga ruticilla.mp3,/367757/download
380,American Redstart (Setophaga ruticilla),0:38,Nick Komar,2016-06-21,06:00,United States,"Boyd Lake State Park, Larimer County, Colorado",1500,song,"Singing from thick canopy of large plains cottonwood tree along lake shore at north end of Boyd Lake. Presumably a migrating or transient bird. Recording edited for clarity.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC323405,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC323405 - American Redstart - Setophaga ruticilla.mp3,/323405/download
381,American Redstart (Setophaga ruticilla),0:29,Alfonso Auerbach,2016-03-01,15:30,Honduras,"El Tizatillo, near Tegucigalpa",1300,"call, male","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC305267,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC305267 - American Redstart - Setophaga ruticilla.mp3,/305267/download
382,American Redstart (Setophaga ruticilla),0:59,Bobby Wilcox,2015-08-13,15:00,United States,"Saint Paul, Ramsey County, Minnesota",240,"male, song","Two males countersinging from either side of a road right next to the Mississippi River.  A second cut emphasizing the farther away bird from XC272100, which in this recording is closer and sings multiple song variations.  The closer bird is ~15ft away and the far bird about 40ft away.  
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC272174,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC272174 - American Redstart - Setophaga ruticilla.mp3,/272174/download
383,American Redstart (Setophaga ruticilla),0:23,Alex Rinkert,2015-06-13,07:00,United States,"Davenport, Santa Cruz County, California",20,song,"Weather conditions: fog, Beaufort 0, 57 F. A second-year male singing from riparian forest along Liddell Creek. Sang regularly 20+ times. Singing three times in this recording.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC252679,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC252679 - American Redstart - Setophaga ruticilla.mp3,/252679/download
384,American Redstart (Setophaga ruticilla),0:37,Ken Blankenship,2015-06-07,06:30,United States,"GADNR/GADOT Property, Long Co., Georgia",20,song,"This is not the best quality... just a documentary recording of a 2Y male American Redstart singing a thin, incomplete song at an extreme distance from any known breeding areas.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC251348,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC251348 - American Redstart - Setophaga ruticilla.mp3,/251348/download
385,American Redstart (Setophaga ruticilla),0:23,Todd Hooe,2015-05-30,05:30,United States,"Harrison (near  Natrona Heights), Allegheny County, Pennsylvania",320,song,"Singing female
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC246779,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC246779 - American Redstart - Setophaga ruticilla.mp3,/246779/download
386,American Redstart (Setophaga ruticilla),0:15,Todd Hooe,2015-05-24,09:30,United States,"New Kensington, Allegheny County, Pennsylvania",340,song,"Song heard at seconds 1, 7 and 13. Also in background are Tennessee Warbler, Red-eyed Vireo and others.
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum.[sono]",ABCDE,XC245807,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC245807 - American Redstart - Setophaga ruticilla.mp3,/245807/download
387,American Redstart (Setophaga ruticilla),0:28,Daniel Parker,2014-05-23,05:55,United States,"Yard, Croton, New York",?,"atypical?, song","Migrant, slightly odd song.
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum. [also]
[sono]",ABCDE,XC179279,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC179279 - American Redstart - Setophaga ruticilla.mp3,/179279/download
388,American Redstart (Setophaga ruticilla),1:59,Daniel Parker,2014-05-13,15:13,United States,"Yard, Croton, New York",?,"call, song","bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC178237,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC178237 - American Redstart - Setophaga ruticilla.mp3,/178237/download
389,American Redstart (Setophaga ruticilla),0:04,Paul J Champlin,2013-09-18,06:30,United States,"Westport, Bristol, Massachusetts",0,flight call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC147877,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC147877 - American Redstart - Setophaga ruticilla.mp3,/147877/download
390,American Redstart (Setophaga ruticilla),1:21,Paul J Champlin,2013-09-05,07:30,United States,"Westport, Bristol, Massachusetts",0,flight call,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC147064,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC147064 - American Redstart - Setophaga ruticilla.mp3,/147064/download
391,American Redstart (Setophaga ruticilla),3:37,Daniel Parker,2011-05-21,7:00,United States,"Ten Mile River Scout Reservation, Narrowsburg, Tusten, New York",?,song,"Always giving this specific song.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC116086,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC116086 - American Redstart - Setophaga ruticilla.mp3,/116086/download
392,American Redstart (Setophaga ruticilla),3:06,Daniel Parker,2016-05-07,11:19,United States,"Yard, Croton, New York",?,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC315513,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC315513 - American Redstart - Setophaga ruticilla.mp3,/315513/download
393,American Redstart (Setophaga ruticilla),0:17,Oliver Komar,2014-03-15,08:00,Honduras,Lancetilla Botanical Garden access road,30,song,"A short, bright warbler like song can be heard at 0:09. Sings just once on the cut. It was singing (unseen) from a medium sized tree at edge of the wide road cut, bordering second-growth humid broadleaf forest (overgrown 60-year mahogany and cacao plantation). The bird was with a small flock of migratory warblers (Setophaga ruticilla, Mniotilta varia for example). The tone seems to match recordings of Setophaga ruticilla, which was definitely present in the tree.  The pattern is not typical of this species, but there is much variation in pattern in this species.
bird-seen:no
playback-used:no
 Originally a mystery recording. See the forum. [also]
[sono]",ABCDE,XC170232,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC170232 - American Redstart - Setophaga ruticilla.mp3,/170232/download
394,American Redstart (Setophaga ruticilla),0:06,Paul J Champlin,2013-08-17,06:00,United States,"Westport, Bristol, Massachusetts",0,flight call,"Bird seen as it launched from island, flying across to mainland in migration. Recorded with an iPhone and a Tascam iM2 mounted on a parabola.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC145610,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC145610 - American Redstart - Setophaga ruticilla.mp3,/145610/download
395,American Redstart (Setophaga ruticilla),1:32,Tim Schreckengost,2013-04-16,10:42,United States,"Blythe, Riverside, California",90,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC131154,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC131154 - American Redstart - Setophaga ruticilla.mp3,/131154/download
396,American Redstart (Setophaga ruticilla),1:28,Daniel Parker,2011-05-22,8:30,United States,"Ten Mile River Scout Reservation, Narrowsburg, Tusten, New York",?,song,"A few different individuals with different songs.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC122253,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC122253 - American Redstart - Setophaga ruticilla.mp3,/122253/download
0,Northern Parula (Setophaga americana),2:11,Aidan Place,2020-06-02,07:30,United States,"Stonington, Hancock County, Maine",10,song,"Type 1
bird-seen:yes
playback-used:yes
  [also]
[sono]",ABCDE,XC564372,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC564372 - Northern Parula - Setophaga americana.mp3,/564372/download
