,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,file_location
828,European Turtle Dove (Streptopelia turtur),0:20,Alexander Kürthy,2019-06-01,05:00,Slovakia,"Jelka, Galanta, Trnavský kraj",120,song,"Part of long recording, no modified, no filtering, no change. Mixed forest, cca 50-60 year old Pinus sylvestris
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC481626,Creative Commons Attribution-ShareAlike 4.0,XC481626 - European Turtle Dove - Streptopelia turtur.mp3,/481626/download,./nips/data/XC481626 - European Turtle Dove - Streptopelia turtur.mp3
829,European Turtle Dove (Streptopelia turtur),0:06,Grzegorz Kaczorowski,2019-05-26,06:30,Poland,"Gmina Mstów (near  Kłobukowice), częstochowski, śląskie",240,"male, song",[sono],ABCDE,XC478745,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC478745 - European Turtle Dove - Streptopelia turtur.mp3,/478745/download,./nips/data/XC478745 - European Turtle Dove - Streptopelia turtur.mp3
830,European Turtle Dove (Streptopelia turtur),0:20,Bodo Sonnenburg,2019-05-30,06:06,Germany,"Oder-Spree (near  Tauche), Brandenburg",70,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC477695,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC477695 - European Turtle Dove - Streptopelia turtur.mp3,/477695/download,./nips/data/XC477695 - European Turtle Dove - Streptopelia turtur.mp3
831,European Turtle Dove (Streptopelia turtur),0:10,Bodo Sonnenburg,2019-05-30,05:31,Germany,"Premsdorf (near  Tauche), Brandenburg",60,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC477694,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC477694 - European Turtle Dove - Streptopelia turtur.mp3,/477694/download,./nips/data/XC477694 - European Turtle Dove - Streptopelia turtur.mp3
832,European Turtle Dove (Streptopelia turtur),0:17,Bodo Sonnenburg,2019-05-30,05:28,Germany,"Premsdorf (near  Tauche), Brandenburg",60,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC477693,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC477693 - European Turtle Dove - Streptopelia turtur.mp3,/477693/download,./nips/data/XC477693 - European Turtle Dove - Streptopelia turtur.mp3
833,European Turtle Dove (Streptopelia turtur),1:13,Bodo Sonnenburg,2019-05-30,05:26,Germany,"Premsdorf (near  Tauche), Brandenburg",60,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC477692,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC477692 - European Turtle Dove - Streptopelia turtur.mp3,/477692/download,./nips/data/XC477692 - European Turtle Dove - Streptopelia turtur.mp3
834,European Turtle Dove (Streptopelia turtur),0:14,Jorge Leitão,2019-05-17,11:24,Portugal,"Sítio de Cabanas, São Vicente, Braga, Braga",150,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC477415,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC477415 - European Turtle Dove - Streptopelia turtur.mp3,/477415/download,./nips/data/XC477415 - European Turtle Dove - Streptopelia turtur.mp3
835,European Turtle Dove (Streptopelia turtur),1:03,Ireneusz Oleksik,2019-05-02,07:03,Poland,"Polanica-Zdrój, kłodzki, Województwo dolnośląskie",380,song,"Coutryside, low pass filter 1000 Hz, ZOOM H1n.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC470743,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC470743 - European Turtle Dove - Streptopelia turtur.mp3,/470743/download,./nips/data/XC470743 - European Turtle Dove - Streptopelia turtur.mp3
836,European Turtle Dove (Streptopelia turtur),0:07,Ireneusz Oleksik,2019-05-02,06:32,Poland,"Polanica-Zdrój, kłodzki, Województwo dolnośląskie",380,song,"The same bird as XC470723. Countryside, low pass filter 1500 Hz, 12 dB, ZOOM H1n.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC470728,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC470728 - European Turtle Dove - Streptopelia turtur.mp3,/470728/download,./nips/data/XC470728 - European Turtle Dove - Streptopelia turtur.mp3
837,European Turtle Dove (Streptopelia turtur),0:09,Ireneusz Oleksik,2019-05-02,06:30,Poland,"Polanica-Zdrój, kłodzki, Województwo dolnośląskie",380,song,"Countryside, low pass filter 1500 Hz, 6 dB, ZOOM H1n.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC470723,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC470723 - European Turtle Dove - Streptopelia turtur.mp3,/470723/download,./nips/data/XC470723 - European Turtle Dove - Streptopelia turtur.mp3
838,European Turtle Dove (Streptopelia turtur),0:15,Hans Matheve,2018-08-07,?,Italy,"Campeggio Cala D'Ostia, Sardegna",10,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC470713,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC470713 - European Turtle Dove - Streptopelia turtur.mp3,/470713/download,./nips/data/XC470713 - European Turtle Dove - Streptopelia turtur.mp3
839,European Turtle Dove (Streptopelia turtur turtur),1:31,Bram Piot,2018-07-21,20:00,France,"Marais de l'Etournel, Pougny, Ain",340,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC433312,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC433312 - European Turtle Dove - Streptopelia turtur turtur.mp3,/433312/download,./nips/data/XC433312 - European Turtle Dove - Streptopelia turtur turtur.mp3
840,European Turtle Dove (Streptopelia turtur),0:21,Joost van Bruggen,2018-07-29,09:42,Spain,"Sierra de Cádiz (near  Grazalema), Cádiz, Andalucía",800,song,"bird-seen:no
playback-used:yes
 [sono]",ABCDE,XC431160,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC431160 - European Turtle Dove - Streptopelia turtur.mp3,/431160/download,./nips/data/XC431160 - European Turtle Dove - Streptopelia turtur.mp3
841,European Turtle Dove (Streptopelia turtur),0:09,Jorge Leitão,2018-07-08,09:57,Portugal,"Santo André, Montalegre, Vila Real",850,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC426207,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC426207 - European Turtle Dove - Streptopelia turtur.mp3,/426207/download,./nips/data/XC426207 - European Turtle Dove - Streptopelia turtur.mp3
842,European Turtle Dove (Streptopelia turtur),0:52,Ptice Forum,2017-05-14,11:30,Serbia,"Novi Pazar, Sandžak",500,song,"Grlica
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC424137,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC424137 - European Turtle Dove - Streptopelia turtur.mp3,/424137/download,./nips/data/XC424137 - European Turtle Dove - Streptopelia turtur.mp3
843,European Turtle Dove (Streptopelia turtur),0:23,Stanislas Wroza,2018-06-17,06:30,France,"Puimoisson, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur",650,"alarm call, call, excitement calls, flight call, mating calls, song, wingbeats","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC422892,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC422892 - European Turtle Dove - Streptopelia turtur.mp3,/422892/download,./nips/data/XC422892 - European Turtle Dove - Streptopelia turtur.mp3
844,European Turtle Dove (Streptopelia turtur),0:09,Matthew Scarborough,2018-06-02,18:51,United Kingdom,RSPB Frampton Marsh,10,song,"Low pass filter at 1500Hz to reduce sound of Troglodytes troglodytes calls.
Recorded in a hedgerow in overcast weather
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC418301,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC418301 - European Turtle Dove - Streptopelia turtur.mp3,/418301/download,./nips/data/XC418301 - European Turtle Dove - Streptopelia turtur.mp3
845,European Turtle Dove (Streptopelia turtur),2:13,Olivier SWIFT,2018-05-16,07:00,France,"Bonrepos, Hautes-Pyrénées, Occitanie",500,song,"Tascam DR05 - Wildtronics parabole
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC416370,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC416370 - European Turtle Dove - Streptopelia turtur.mp3,/416370/download,./nips/data/XC416370 - European Turtle Dove - Streptopelia turtur.mp3
846,European Turtle Dove (Streptopelia turtur),0:15,David Wright,2018-05-06,19:55,United Kingdom,"Cherwell (near  Oddington), Oxfordshire, England",60,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC414093,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC414093 - European Turtle Dove - Streptopelia turtur.mp3,/414093/download,./nips/data/XC414093 - European Turtle Dove - Streptopelia turtur.mp3
847,European Turtle Dove (Streptopelia turtur),0:09,Tora BENZEYEN,2018-05-02,08:00,Turkey,"Köyceğiz, Muğla",20,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC414047,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC414047 - European Turtle Dove - Streptopelia turtur.mp3,/414047/download,./nips/data/XC414047 - European Turtle Dove - Streptopelia turtur.mp3
848,European Turtle Dove (Streptopelia turtur),3:11,Piotr Szczypinski,2018-04-28,08:00,Poland,"Gmina Dzierzgowo (near  Szumsk), mławski, mazowieckie",170,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC413003,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC413003 - European Turtle Dove - Streptopelia turtur.mp3,/413003/download,./nips/data/XC413003 - European Turtle Dove - Streptopelia turtur.mp3
849,European Turtle Dove (Streptopelia turtur),0:38,Helge Malmgren,2015-05-08,12:00,Italy,"Enna, Provincia di Enna, Sicilia",700,song,"Recorded some 50 meters from Lago di Pergusa and in the direction of the lake, a tree standing between the lake and the recorder. Telinga Pro V and Stereo DAT mic, no filtering. The turtur dove (Streptopelia turtur) is first heard very weakly around 0:10, then clearly from around 0:17.
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC398337,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC398337 - European Turtle Dove - Streptopelia turtur.mp3,/398337/download,./nips/data/XC398337 - European Turtle Dove - Streptopelia turtur.mp3
850,European Turtle Dove (Streptopelia turtur),0:19,Cedric Mroczko,2017-05-28,19:45,France,"Labarthe-Bleys, Tarn, Occitanie",170,song,"Same bird as XC392900 and XC392901. High-pass filtered (300Hz, 6dB)
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC392903,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC392903 - European Turtle Dove - Streptopelia turtur.mp3,/392903/download,./nips/data/XC392903 - European Turtle Dove - Streptopelia turtur.mp3
851,European Turtle Dove (Streptopelia turtur),0:15,Cedric Mroczko,2017-05-28,19:45,France,"Labarthe-Bleys, Tarn, Occitanie",170,song,"Same bird as XC392900. High-pass filtered (300Hz, 6dB)
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC392901,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC392901 - European Turtle Dove - Streptopelia turtur.mp3,/392901/download,./nips/data/XC392901 - European Turtle Dove - Streptopelia turtur.mp3
852,European Turtle Dove (Streptopelia turtur),0:21,Cedric Mroczko,2017-05-28,19:45,France,"Labarthe-Bleys, Tarn, Occitanie",170,song,"High-pass filtered (300Hz, 6dB)
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC392900,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC392900 - European Turtle Dove - Streptopelia turtur.mp3,/392900/download,./nips/data/XC392900 - European Turtle Dove - Streptopelia turtur.mp3
853,European Turtle Dove (Streptopelia turtur),0:08,Olivier SWIFT,2017-05-14,14:30,France,"Aniane, Hérault, Occitanie",60,song,"Tascam DR05 (48kHz-24bits) - Parabole Wildtronics. Normalized with Audacity. 34 - Aniane le 14 mai 2017.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC381195,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC381195 - European Turtle Dove - Streptopelia turtur.mp3,/381195/download,./nips/data/XC381195 - European Turtle Dove - Streptopelia turtur.mp3
854,European Turtle Dove (Streptopelia turtur),0:21,Timo Schnabel,2015-07-25,21:32,France,"Mézières-en-Brenne, Indre, Centre",100,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC380211,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC380211 - European Turtle Dove - Streptopelia turtur.mp3,/380211/download,./nips/data/XC380211 - European Turtle Dove - Streptopelia turtur.mp3
855,European Turtle Dove (Streptopelia turtur),0:55,Jerome Fischer,2017-07-08,09:00,Switzerland,"Müntschemier, Erlach, Bern",460,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC380001,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC380001 - European Turtle Dove - Streptopelia turtur.mp3,/380001/download,./nips/data/XC380001 - European Turtle Dove - Streptopelia turtur.mp3
856,European Turtle Dove (Streptopelia turtur),0:07,Timo Schnabel,2015-07-13,19:50,France,"Bressolles, Allier, Auvergne",220,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC379559,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC379559 - European Turtle Dove - Streptopelia turtur.mp3,/379559/download,./nips/data/XC379559 - European Turtle Dove - Streptopelia turtur.mp3
857,European Turtle Dove (Streptopelia turtur),0:25,Jordi Calvet,2017-06-04,07:30,Spain,"Timoneda d'Alfés, Lleida, Catalonia",190,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC374038,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC374038 - European Turtle Dove - Streptopelia turtur.mp3,/374038/download,./nips/data/XC374038 - European Turtle Dove - Streptopelia turtur.mp3
858,European Turtle Dove (Streptopelia turtur),0:14,Erwin Hooge,2017-05-14,09:00,Netherlands,"Mantinge, Midden-Drenthe, Drenthe",20,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC373893,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC373893 - European Turtle Dove - Streptopelia turtur.mp3,/373893/download,./nips/data/XC373893 - European Turtle Dove - Streptopelia turtur.mp3
859,European Turtle Dove (Streptopelia turtur),0:18,Antoni Knychała,2017-05-03,10:00,Poland,"Gmina Wińsko (near  Smogorzówek), wołowski, Województwo dolnośląskie",100,"call, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC367660,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC367660 - European Turtle Dove - Streptopelia turtur.mp3,/367660/download,./nips/data/XC367660 - European Turtle Dove - Streptopelia turtur.mp3
860,European Turtle Dove (Streptopelia turtur),0:20,brickegickel,2017-04-29,10:00,Germany,"Hesse (near  Ober-Mörlen), Darmstadt, Hessen",300,song,"high and low pass filter used
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC366803,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC366803 - European Turtle Dove - Streptopelia turtur.mp3,/366803/download,./nips/data/XC366803 - European Turtle Dove - Streptopelia turtur.mp3
861,European Turtle Dove (Streptopelia turtur),0:37,Thomas Lüthi,2017-04-15,10:57,Spain,"Teno (near  Buenavista del Norte), Santa Cruz de Tenerife, Canarias",600,song,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC366673,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC366673 - European Turtle Dove - Streptopelia turtur.mp3,/366673/download,./nips/data/XC366673 - European Turtle Dove - Streptopelia turtur.mp3
862,European Turtle Dove (Streptopelia turtur),0:09,Thomas Lüthi,2017-04-09,08:03,Spain,"Teno (near  Los Silos), Santa Cruz de Tenerife, Canarias",550,"flight call, male","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC366499,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC366499 - European Turtle Dove - Streptopelia turtur.mp3,/366499/download,./nips/data/XC366499 - European Turtle Dove - Streptopelia turtur.mp3
863,European Turtle Dove (Streptopelia turtur turtur),1:18,Frank Lambert,2016-06-18,13:11,United Kingdom,"Martin Down NR, New Forest District, Hampshire, England",140,song,"Same bird as  XC324240, XC324241. on this occasion singing from the top of thick bushes, partially hidden from view.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC324242,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC324242 - European Turtle Dove - Streptopelia turtur turtur.mp3,/324242/download,./nips/data/XC324242 - European Turtle Dove - Streptopelia turtur turtur.mp3
864,European Turtle Dove (Streptopelia turtur turtur),1:34,Frank Lambert,2016-06-18,13:07,United Kingdom,"Martin Down NR, New Forest District, Hampshire, England",140,song,"Same bird as  XC324240, on this occasion singing from the top of thick bushes, partially hidden from view. 
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC324241,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC324241 - European Turtle Dove - Streptopelia turtur turtur.mp3,/324241/download,./nips/data/XC324241 - European Turtle Dove - Streptopelia turtur turtur.mp3
865,European Turtle Dove (Streptopelia turtur turtur),1:08,Frank Lambert,2016-06-18,13:23,United Kingdom,"Martin Down NR, New Forest District, Hampshire, England",140,song,"Different individual to XC324238, XC324239. In the outer branches of the largest deciduous tree within a bushy area. 
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC324240,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC324240 - European Turtle Dove - Streptopelia turtur turtur.mp3,/324240/download,./nips/data/XC324240 - European Turtle Dove - Streptopelia turtur turtur.mp3
866,European Turtle Dove (Streptopelia turtur turtur),0:23,Frank Lambert,2016-06-18,12:50,United Kingdom,"Martin Down NR, New Forest District, Hampshire, England",140,song,"Same individual as XC324238.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC324239,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC324239 - European Turtle Dove - Streptopelia turtur turtur.mp3,/324239/download,./nips/data/XC324239 - European Turtle Dove - Streptopelia turtur turtur.mp3
867,European Turtle Dove (Streptopelia turtur turtur),1:04,Frank Lambert,2016-06-18,12:44,United Kingdom,"Martin Down NR, New Forest District, Hampshire, England",140,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC324238,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC324238 - European Turtle Dove - Streptopelia turtur turtur.mp3,/324238/download,./nips/data/XC324238 - European Turtle Dove - Streptopelia turtur turtur.mp3
868,European Turtle Dove (Streptopelia turtur),2:29,Jordi Calvet,2016-06-24,09:13,Spain,"Vilamajor, L'Anoia , Catalunya",700,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC323919,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC323919 - European Turtle Dove - Streptopelia turtur.mp3,/323919/download,./nips/data/XC323919 - European Turtle Dove - Streptopelia turtur.mp3
